num_blocks,base_channel,adaptive_pool_out,hidden_dim,activation,loss_function,optimizer,learning_rate,best_epoch,best_val_loss,test_loss,mean_test_angular_error,runtime_sec,stopped_early
4,16,"(1, 1)",128,leakyrelu,mse,adam,0.01,15,13410.909811580883,13553.17746629902,4.107649475920434,230.32,True
4,32,"(1, 1)",64,relu,angular_error,adam,0.01,23,4.111374402747435,4.121212141186583,4.121212141186583,594.16,True
2,16,"(3, 4)",32,relu,mse,adam,0.01,29,15246.613295611212,15291.560106464462,4.153536705409779,295.51,False
3,16,"(3, 4)",64,leakyrelu,mse,adam,0.001,29,14288.216021369486,14309.191482843138,4.15835718313853,335.91,False
4,32,"(1, 1)",128,relu,mse,adam,0.001,29,14315.533188763788,14071.401778875612,4.175560446346507,654.06,False
2,16,"(3, 4)",32,relu,angular_error_squared,adam,0.01,29,27.000476163976334,26.964040550531127,4.250350040547988,302.15,False
2,16,"(3, 4)",64,leakyrelu,angular_error_squared,adam,0.01,30,27.892477484310376,27.82956370185403,4.306601049853306,303.14,False
3,32,"(1, 1)",128,relu,mse,adam,0.01,29,14598.770881204044,14608.968979779413,4.330368437019049,575.85,False
3,16,"(3, 4)",64,leakyrelu,angular_error_squared,adam,0.001,29,28.15961405810188,27.669927260454962,4.344993680131202,342.45,False
4,16,"(1, 1)",128,relu,angular_error,adam,0.01,23,4.345551354043624,4.364943602505853,4.364943602505853,332.37,True
3,16,"(1, 1)",32,leakyrelu,angular_error_squared,adam,0.01,30,27.284268940196316,27.388421376546223,4.382419111681919,336.15,False
3,16,"(3, 4)",128,leakyrelu,mse,adam,0.001,30,16157.834458295038,16021.038985906862,4.386815157591128,336.38,False
3,16,"(3, 4)",128,relu,angular_error,adam,0.001,30,4.373968906262341,4.398771222899942,4.398771222899942,343.28,False
2,16,"(3, 4)",32,leakyrelu,angular_error_squared,adam,0.01,30,28.479040959302118,28.448223132713167,4.418168551781598,301.59,False
3,16,"(3, 4)",32,leakyrelu,angular_error_squared,adam,0.001,30,29.350308249978458,28.689560983695237,4.422900601929309,341.92,False
3,16,"(3, 4)",128,relu,angular_error_squared,adam,0.001,29,29.105124754064224,29.514282507054947,4.441466079038732,343.39,False
3,32,"(1, 1)",32,relu,mse,adam,0.01,30,15389.378145105698,15610.114813112745,4.463594597928664,573.82,False
2,16,"(3, 4)",64,relu,angular_error,adam,0.01,28,4.496452436727636,4.504658909404979,4.504658909404979,302.48,False
4,32,"(1, 1)",64,relu,mse,adam,0.001,30,17032.683751723347,16983.68505859375,4.611566445406745,654.05,False
4,32,"(1, 1)",64,relu,angular_error,adam,0.001,29,4.753868236261256,4.711471356597602,4.711471356597602,660.32,False
3,32,"(1, 1)",64,relu,angular_error_squared,adam,0.01,29,29.60689976636101,29.866059078889734,4.7244996323305015,581.39,False
3,16,"(3, 4)",32,leakyrelu,angular_error,adam,0.001,29,4.759559750556946,4.772350615146113,4.772350615146113,341.62,False
3,32,"(3, 4)",32,relu,angular_error_squared,adam,0.001,30,33.01379010256599,33.32612299451641,4.813325442519843,591.73,False
3,16,"(3, 4)",32,leakyrelu,mse,adam,0.001,30,19122.23210592831,19317.077359068626,4.827948317808263,335.55,False
4,32,"(1, 1)",128,relu,angular_error_squared,adam,0.001,30,30.495291541604434,30.26298339694154,4.838064792109471,660.56,False
3,16,"(3, 4)",64,relu,angular_error_squared,adam,0.001,30,34.93743520624497,34.577634456110935,4.932915991427851,343.41,False
