model_name,experiment_type,subject_spec_id,held_out_subject,held_out_target,init_mode,epoch,train_loss,val_loss
gen_loto_0,general_loto,,,0,scratch,1,11.729307845152544,16.811174686138447
gen_loto_0,general_loto,,,0,scratch,2,11.460258834269824,20.753299713134766
gen_loto_0,general_loto,,,0,scratch,3,11.429216261068103,14.61803465623122
gen_loto_0,general_loto,,,0,scratch,4,10.349595889860755,8.076969476846548
gen_loto_0,general_loto,,,0,scratch,5,5.818039375115495,5.956513184767503
gen_loto_0,general_loto,,,0,scratch,6,3.4765757724066466,3.7755279541015625
gen_loto_0,general_loto,,,0,scratch,7,2.690878520025074,3.5011188250321608
gen_loto_0,general_loto,,,0,scratch,8,2.333396485826587,4.069246713931744
gen_loto_0,general_loto,,,0,scratch,9,2.067226478243401,3.094483503928551
gen_loto_0,general_loto,,,0,scratch,10,1.9205438453518884,2.6918432162358212
gen_loto_0,general_loto,,,0,scratch,11,1.809234617988049,3.6804671654334435
gen_loto_0,general_loto,,,0,scratch,12,1.6903608098873117,3.524493144108699
gen_loto_0,general_loto,,,0,scratch,13,1.637586313881268,2.972329249748817
gen_loto_0,general_loto,,,0,scratch,14,1.559513215860609,3.102860982601459
gen_loto_0,general_loto,,,0,scratch,15,1.4978492627157032,3.035699385863084
gen_loto_0,general_loto,,,0,scratch,16,1.4475139465121274,2.5383889491741476
gen_loto_0,general_loto,,,0,scratch,17,1.412287499035261,2.4562002328725963
gen_loto_0,general_loto,,,0,scratch,18,1.3566387816851968,2.9525938767653246
gen_loto_0,general_loto,,,0,scratch,19,1.3432230401104985,2.617573848137489
gen_loto_0,general_loto,,,0,scratch,20,1.296046456826326,3.0993139377007117
gen_loto_0,general_loto,,,0,scratch,21,1.2683857401925556,2.547580682314359
gen_loto_0,general_loto,,,0,scratch,22,1.2510097119031032,3.009891381630531
gen_loto_0,general_loto,,,0,scratch,23,1.2233849114311335,2.4641245145064135
gen_loto_1,general_loto,,,1,scratch,1,11.94844772802532,11.83846877171443
gen_loto_1,general_loto,,,1,scratch,2,11.689332266538841,11.879957272456242
gen_loto_1,general_loto,,,1,scratch,3,11.693602064037849,12.357989457937387
gen_loto_1,general_loto,,,1,scratch,4,11.615177852672767,10.141092153695913
gen_loto_1,general_loto,,,1,scratch,5,7.327715872401032,6.534479691432073
gen_loto_1,general_loto,,,1,scratch,6,3.5466397375033045,3.532300206331106
gen_loto_1,general_loto,,,1,scratch,7,2.4389716171098677,3.9776020600245547
gen_loto_1,general_loto,,,1,scratch,8,2.0692452037532028,2.518412333268386
gen_loto_1,general_loto,,,1,scratch,9,1.8509059790418951,2.581412544617286
gen_loto_1,general_loto,,,1,scratch,10,1.6916711253026573,2.257891820027278
gen_loto_1,general_loto,,,1,scratch,11,1.5762960090821618,2.72199507860037
gen_loto_1,general_loto,,,1,scratch,12,1.4791397311575505,2.2024529622151303
gen_loto_1,general_loto,,,1,scratch,13,1.4275794449102812,2.2714789463923526
gen_loto_1,general_loto,,,1,scratch,14,1.3880978985715307,2.1086185436982374
gen_loto_1,general_loto,,,1,scratch,15,1.2855128558630442,1.7861049679609446
gen_loto_1,general_loto,,,1,scratch,16,1.2799620210959766,1.7993071583601146
gen_loto_1,general_loto,,,1,scratch,17,1.2429876368678077,2.251587198330806
gen_loto_1,general_loto,,,1,scratch,18,1.2162628298964948,1.849719212605403
